timestamp,user_id,username,question,cards
2025-07-30 20:58:54,1091937450,nik_Anna_Er,Карта дня,two_of_swords
2025-07-30 20:59:38,1091937450,nik_Anna_Er,что интересного меня ждет в поездке на ретрит?,"ace_of_swords, ten_of_pentacles, page_of_wands"
2025-07-30 21:17:38,1091937450,nik_Anna_Er,что интересного меня ждет в поездке на ретрит?,"four_of_swords, the_fool, king_of_wands"
2025-07-30 21:25:42,591111163,Marina_lubaeva,Карта дня,knight_of_wands
2025-07-30 21:51:48,1091937450,nik_Anna_Er,Карта дня,four_of_wands
2025-07-31 16:10:34,1091937450,nik_Anna_Er,Карта дня,four_of_pentacles
2025-07-31 16:10:49,1091937450,nik_Anna_Er,Карта дня,temperance
2025-07-31 16:11:06,1091937450,nik_Anna_Er,Карта дня,king_of_pentacles
2025-07-31 16:11:14,1091937450,nik_Anna_Er,Карта дня,queen_of_pentacles
2025-07-31 16:11:59,1091937450,nik_Anna_Er,Карта дня,nine_of_swords
2025-07-31 16:21:58,1091937450,nik_Anna_Er,Карта дня,queen_of_cups
2025-07-31 16:22:28,1091937450,nik_Anna_Er,как пройдет поездка,"king_of_wands, the_high_priestess, seven_of_swords"
2025-07-31 16:35:11,1091937450,nik_Anna_Er,Карта дня,the_hanged_man
2025-07-31 16:36:38,1091937450,nik_Anna_Er,Как пройдет поездка,"the_hanged_man, the_moon, queen_of_wands"
2025-07-31 16:42:25,1091937450,nik_Anna_Er,Карта дня,the_hierophant
2025-07-31 16:42:50,1091937450,nik_Anna_Er,Как пройдет поездка,"eight_of_swords, eight_of_wands, page_of_cups"
2025-07-31 17:20:43,1091937450,nik_Anna_Er,Карта дня,king_of_cups
2025-07-31 17:21:09,1091937450,nik_Anna_Er,Как пройдет поездка,"seven_of_pentacles, the_devil, ace_of_pentacles"
2025-07-31 19:44:37,1091937450,nik_Anna_Er,Карта дня,eight_of_cups
2025-07-31 23:38:00,1091937450,nik_Anna_Er,Карта дня,eight_of_pentacles
2025-07-31 23:38:08,1091937450,nik_Anna_Er,Карта дня,two_of_pentacles
2025-07-31 23:47:02,1091937450,nik_Anna_Er,Карта дня,four_of_pentacles
2025-07-31 23:50:17,1091937450,nik_Anna_Er,Мои перспективы в августе по работе,"page_of_cups, three_of_cups, ten_of_swords"
2025-08-01 21:08:37,1091937450,nik_Anna_Er,Карта дня,judgement
2025-08-01 21:09:19,1091937450,nik_Anna_Er,Как мужчина будет действовать по отношению ко мне в августе,"three_of_wands, three_of_swords, seven_of_cups"
2025-08-01 23:57:50,1091937450,nik_Anna_Er,💭 Что он/она думает обо мне?,"page_of_swords, five_of_swords, the_star"
2025-08-01 23:58:48,1091937450,nik_Anna_Er,👻 Почему он/она исчез?,"death, the_moon, king_of_cups"
2025-08-02 00:02:32,1091937450,nik_Anna_Er,Карта дня,three_of_pentacles
2025-08-02 00:08:11,1091937450,nik_Anna_Er,Карта дня,the_hermit
2025-08-02 00:10:00,1091937450,nik_Anna_Er,Карта дня,page_of_cups
2025-08-20 16:44:13,1091937450,nik_Anna_Er,Карта дня,three_of_swords
2025-08-20 16:48:52,1091937450,nik_Anna_Er,Карта дня,ace_of_wands
2025-08-20 16:51:01,1091937450,nik_Anna_Er,💭 Что он/она думает обо мне?,"page_of_wands, king_of_swords, seven_of_swords"
2025-08-20 18:04:19,1091937450,nik_Anna_Er,💭 Что он/она думает обо мне?,"ace_of_cups, page_of_swords, three_of_pentacles"
2025-08-20 18:07:28,1091937450,nik_Anna_Er,Карта дня,the_moon
2025-08-20 18:18:20,1091937450,nik_Anna_Er,⚖️ Кармические задачи,"five_of_cups, two_of_pentacles, the_moon"
2025-08-20 18:39:59,1091937450,nik_Anna_Er,Карта дня,four_of_wands
2025-08-20 18:44:48,1091937450,nik_Anna_Er,Карта дня,four_of_wands
2025-08-20 19:13:52,1091937450,nik_Anna_Er,Карта дня,eight_of_wands
2025-08-20 19:14:01,1091937450,nik_Anna_Er,Карта дня,knight_of_wands
2025-08-21 19:39:52,1091937450,nik_Anna_Er,Карта дня,the_high_priestess
2025-08-21 19:41:14,1091937450,nik_Anna_Er,как будут развиваться отношения между нами ближайшие 7 дней,"strength, six_of_pentacles, the_magician"
2025-08-21 19:45:06,1091937450,nik_Anna_Er,❓ Стоит ли продолжать отношения?,"the_emperor, three_of_pentacles, two_of_cups"
2025-08-21 19:52:48,1091937450,nik_Anna_Er,как будут развиваться отношения между мной и алексеем в течение 7 следующих дней,"three_of_swords, seven_of_cups, page_of_pentacles"
2025-08-21 19:55:49,1091937450,nik_Anna_Er,как будут развиваться отношения между мной и алексеем в течение 7 следующих дней,"nine_of_wands, judgement, the_fool"
2025-08-21 20:00:13,1091937450,nik_Anna_Er,💭 Что он/она думает обо мне?,"ten_of_swords, three_of_swords, king_of_wands"
2025-08-21 20:01:21,1091937450,nik_Anna_Er,как будут развиваться отношения между мной и алексеем в течение 7 следующих дней,"the_lovers, justice, the_empress"
2025-08-21 20:05:01,1091937450,nik_Anna_Er,🎯 Выбор профессии,"the_magician, four_of_pentacles, two_of_swords"
2025-08-21 20:12:32,1091937450,nik_Anna_Er,🧘 Духовное развитие,"the_emperor, the_sun, five_of_cups"
2025-08-21 20:13:29,1091937450,nik_Anna_Er,🌟 Таланты и способности,"king_of_pentacles, six_of_wands, king_of_swords"
2025-08-21 20:14:29,1091937450,nik_Anna_Er,Что сейчас мешает Алексею проявиться в мой адрес,"knight_of_cups, four_of_wands, nine_of_pentacles"
2025-08-21 20:20:55,1091937450,nik_Anna_Er,🤝 Отношения с коллегами,"king_of_cups, the_hermit, knight_of_pentacles"
2025-08-21 20:22:31,1091937450,nik_Anna_Er,💔 Как пережить расставание,"knight_of_pentacles, page_of_wands, temperance"
2025-08-22 14:50:33,1634223715,,Карта дня,four_of_swords
2025-08-22 19:46:41,1091937450,nik_Anna_Er,💭 Что он/она думает обо мне?,"knight_of_pentacles, queen_of_pentacles, justice"
2025-08-22 19:47:46,1091937450,nik_Anna_Er,истинные намеренья алексея к анне,"the_chariot, two_of_cups, eight_of_wands"
2025-08-22 19:52:29,1091937450,nik_Anna_Er,как пройдут выходные,"the_emperor, the_lovers, the_world"
2025-08-22 22:59:08,1091937450,nik_Anna_Er,Карта дня,seven_of_swords
2025-08-22 23:00:36,1091937450,nik_Anna_Er,Изменится  ли поведение Алексея относительно меня ?,"ten_of_wands, two_of_swords, eight_of_pentacles"
2025-08-23 20:58:40,6114737009,Goodlok5,Карта дня,eight_of_pentacles
2025-08-23 20:58:50,6114737009,Goodlok5,Карта дня,page_of_swords
